crn,course,title,faculty,meeting,credits,enrolled
12315,SMGT 499 003,TEACHING PRACTICUM,"Faculty: Disch, James G.",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
12316,SMGT 499 004,TEACHING PRACTICUM,"Faculty: Stallings, Tom",Meeting: TBA TBA,1 TO 3,Enrolled: 0 (Permission Required)
10555,SOCI 101 001,INTRODUCTION TO SOCIOLOGY,"Faculty: Denney, Justin",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 78 (Max 150)
12705,SOCI 101 002,INTRODUCTION TO SOCIOLOGY,"Faculty: Werth, Robert J.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 40 (Max 80)
12418,SOCI 301 001,SOCIAL INEQUALITY,"Faculty: Turley, Ruth N.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 45 (Max 45)
11168,SOCI 304 001,ENVIRON ISSUES: RICE IN FUTURE,"Faculty: Johnson, Richard R.; Elliott, James R.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 16 (Max 19)
11328,SOCI 308 001,HOUSTON: SOCIOLOGY OF A CITY,"Faculty: Klineberg, Stephen L.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 45 (Max 45)
11182,SOCI 313 001,DEMOGRAPHY,"Faculty: Murdock, Steve H.",Meeting: 06:30PM - 09:29PM W TBA TBA,3,Enrolled: 45 (Max 45)
12706,SOCI 325 001,SOCIOLOGY OF LAW,"Faculty: Werth, Robert J.",Meeting: 04:00PM - 05:15PM TR TBA TBA,3,Enrolled: 37 (Max 45)
12707,SOCI 325 002,SOCIOLOGY OF LAW,"Faculty: Werth, Robert J.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 24 (Max 45)
11342,SOCI 327 002,HERC RESEARCH WORKSHOP,"Faculty: Turley, Ruth N.",Meeting: 10:00AM - 10:50AM F TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
11343,SOCI 327 003,RELIGION & PUBLIC LIFE,"Faculty: Ecklund, Elaine H.",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
12420,SOCI 329 001,MULTIRACIAL AMERICA,"Faculty: Bratter, Jenifer L.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 48 (Max 49)
12709,SOCI 350 001,URBAN TRANSPORTATION,"Faculty: Emerson, Michael O.",Meeting: 06:00PM - 08:59PM M TBA TBA,3,Enrolled: 45 (Max 45)
13007,SOCI 365 001,POLITICS OF REPRESENTATION,"Faculty: Sharim, Yehuda",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 15 (Max 45)
12597,SOCI 371 001,"POVERTY, JUSTICE, CAPABILITIES","Faculty: Strassmann, Diana L.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 16 (Permission Required)
11181,SOCI 380 001,SOCIAL THEORY,"Faculty: Chavez, Sergio",Meeting: 03:00PM - 03:50PM MWF TBA TBA,3,Enrolled: 35 (Max 35)
11506,SOCI 381 001,RESEARCH METHODS,"Faculty: Ecklund, Elaine H.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 40 (Max 40)
10243,SOCI 403 001,INDEPENDENT STUDY,"Faculty: Bratter, Jenifer L.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
10528,SOCI 403 002,INDEPENDENT STUDY,"Faculty: Gorman, Bridget K.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
13053,SOCI 403 003,INDEPENDENT STUDY,"Faculty: Paige, Robin",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11068,SOCI 403 004,INDEPENDENT STUDY,"Faculty: Cech, Erin A.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11069,SOCI 403 006,INDEPENDENT STUDY,"Faculty: Kimbro, Rachel T.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11070,SOCI 403 007,INDEPENDENT STUDY,"Faculty: Emerson, Michael O.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11071,SOCI 403 008,INDEPENDENT STUDY,"Faculty: Turley, Ruth N.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11072,SOCI 403 009,INDEPENDENT STUDY,"Faculty: Klineberg, Stephen L.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11073,SOCI 403 010,INDEPENDENT STUDY,"Faculty: Chavez, Sergio",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11074,SOCI 403 011,INDEPENDENT STUDY,"Faculty: Denney, Justin",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11075,SOCI 403 012,INDEPENDENT STUDY,"Faculty: Ecklund, Elaine H.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
11076,SOCI 403 013,INDEPENDENT STUDY,"Faculty: Murdock, Steve H.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
12423,SOCI 403 014,INDEPENDENT STUDY,"Faculty: Elliott, James R.",Meeting: TBA TBA,1 TO 6,Enrolled: 0 (Permission Required)
13052,SOCI 404 001,INDEPENDENT STUDY,"Faculty: Paige, Robin",Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
10244,SOCI 405 001,ETHNOGRAPHIC RESEARCH,"Faculty: Smith, Roland B.",Meeting: 03:00PM - 05:59PM T TBA TBA,3,Enrolled: 4 (Max 10)
13011,SOCI 412 001,UG SEMINAR RELIGIOUS TOLERANCE,"Faculty: Ecklund, Elaine H.; Morrison, Donald R.",Meeting: 02:30PM - 03:45PM T TBA TBA,1,Enrolled: 0 (Max 15)
11329,SOCI 493 001,DIRECTED HONORS RESEARCH,"Faculty: Emerson, Michael O.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11330,SOCI 493 002,DIRECTED HONORS RESEARCH,"Faculty: Ecklund, Elaine H.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11331,SOCI 493 003,DIRECTED HONORS RESEARCH,"Faculty: Chavez, Sergio",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11332,SOCI 493 004,DIRECTED HONORS RESEARCH,"Faculty: Denney, Justin",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
10717,SOCI 493 005,DIRECTED HONORS RESEARCH,"Faculty: Kimbro, Rachel T.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11334,SOCI 493 006,DIRECTED HONORS RESEARCH,"Faculty: Gorman, Bridget K.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11335,SOCI 493 007,DIRECTED HONORS RESEARCH,"Faculty: Bratter, Jenifer L.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11336,SOCI 493 008,DIRECTED HONORS RESEARCH,"Faculty: Klineberg, Stephen L.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11338,SOCI 493 010,DIRECTED HONORS RESEARCH,"Faculty: Murdock, Steve H.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11339,SOCI 493 011,DIRECTED HONORS RESEARCH,"Faculty: Turley, Ruth N.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
11340,SOCI 493 012,DIRECTED HONORS RESEARCH,"Faculty: Cech, Erin A.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
12424,SOCI 493 013,DIRECTED HONORS RESEARCH,"Faculty: Elliott, James R.",Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
13152,SOCI 512 001,GR SEMINAR RELIGIOUS TOLERANCE,"Faculty: Ecklund, Elaine H.; Morrison, Donald R.",Meeting: 02:30PM - 03:45PM T TBA TBA,1,Enrolled: 0 (Max 15)
11778,SOCI 513 001,DEMOGRAPHY,"Faculty: Murdock, Steve H.",Meeting: 06:30PM - 09:29PM W TBA TBA,3,Enrolled: 1 (Max 10)
12421,SOCI 524 001,RACE AND ETHNICITY SEMINAR,"Faculty: Bratter, Jenifer L.",Meeting: 02:00PM - 04:59PM W TBA TBA,3,Enrolled: 8 (Max 10)
13004,SOCI 526 001,CONTEMPORARY THEORY,"Faculty: Cech, Erin A.",Meeting: 02:00PM - 04:59PM M TBA TBA,3,Enrolled: 5 (Permission Required)
11163,SOCI 581 001,QUANTITATIVE RESEARCH METHODS,"Faculty: Gorman, Bridget K.",Meeting: 01:00PM - 03:59PM R TBA TBA,3,Enrolled: 0 (Permission Required)
11397,SOCI 583 001,QUANTITATIVE DATA ANALYSIS II,"Faculty: Denney, Justin",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 6 (Permission Required)
12422,SOCI 584 001,QUANTITATIVE ANALYSIS III,"Faculty: Kimbro, Rachel T.",Meeting: 09:00AM - 11:55AM W TBA TBA,1 TO 3,Enrolled: 7 (Max 10)
12710,SOCI 605 001,NON-THESIS GRADUATE RESEARCH,"Faculty: Kimbro, Rachel T.",Meeting: TBA TBA,1 TO 9,Enrolled: 8 (Permission Required)
12711,SOCI 606 001,THESIS RESEARCH,"Faculty: Kimbro, Rachel T.",Meeting: TBA TBA,3,Enrolled: 1 (Permission Required)
12425,SOCI 609 001,GRADUATE INDEPENDENT STUDY,"Faculty: Bratter, Jenifer L.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12426,SOCI 609 002,GRADUATE INDEPENDENT STUDY,"Faculty: Gorman, Bridget K.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12427,SOCI 609 003,GRADUATE INDEPENDENT STUDY,"Faculty: Denney, Justin",Meeting: TBA TBA,1 TO 9,Enrolled: 5 (Max 10)
12428,SOCI 609 004,GRADUATE INDEPENDENT STUDY,"Faculty: Cech, Erin A.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12429,SOCI 609 005,GRADUATE INDEPENDENT STUDY,"Faculty: Chavez, Sergio",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12430,SOCI 609 006,GRADUATE INDEPENDENT STUDY,"Faculty: Kimbro, Rachel T.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12431,SOCI 609 007,GRADUATE INDEPENDENT STUDY,"Faculty: Emerson, Michael O.",Meeting: TBA TBA,1 TO 9,Enrolled: 1 (Max 10)
12432,SOCI 609 008,GRADUATE INDEPENDENT STUDY,"Faculty: Turley, Ruth N.",Meeting: TBA TBA,1 TO 9,Enrolled: 1 (Max 10)
12433,SOCI 609 009,GRADUATE INDEPENDENT STUDY,"Faculty: Klineberg, Stephen L.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12434,SOCI 609 010,GRADUATE INDEPENDENT STUDY,"Faculty: Ecklund, Elaine H.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12435,SOCI 609 011,GRADUATE INDEPENDENT STUDY,"Faculty: Murdock, Steve H.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12436,SOCI 609 012,GRADUATE INDEPENDENT STUDY,"Faculty: Elliott, James R.",Meeting: TBA TBA,1 TO 9,Enrolled: 0 (Max 10)
12049,SOCI 610 001,PROFESSIONALIZATION WORKSHOP,"Faculty: Kimbro, Rachel T.",Meeting: TBA TBA,1,Enrolled: 13 (Max 19)
12712,SOCI 700 001,DISSERTATION RESEARCH,"Faculty: Kimbro, Rachel T.",Meeting: TBA TBA,1 TO 15,Enrolled: 1 (Permission Required)
12025,SOSC 322 001,GATEWAY STUDY OF LEADERSHIP I,"Faculty: Ragsdale, Lyn",Meeting: 05:00PM - 06:59PM T TBA TBA,1,Enrolled: 0 (Permission Required)
10641,SOSC 421 001,INTERNSHIP,"Faculty: Ostdiek, Donald H.",Meeting: TBA TBA,1 TO 3,Enrolled: 23 (Permission Required)
11013,SOSC 422 001,SOCIAL SCIENCES INTERN-ABROAD,"Faculty: Ostdiek, Donald H.",Meeting: TBA TBA,1 TO 3,Enrolled: 4 (Permission Required)
11027,SOSC 423 001,FALL MEDICAL RESEARCH INTERN,"Faculty: Ostdiek, Donald H.",Meeting: TBA TBA,1 TO 3,Enrolled: 1 (Permission Required)
11473,SOSC 430 001,THE SHAPING OF HEALTH POLICY,"Faculty: Lal, Lincy S.",Meeting: 04:00PM - 06:59PM M TBA TBA,3,Enrolled: 3 (Max 5)
11503,SPAN 101 001,INTRO SPANISH LANG & CULTURE I,"Faculty: Gaytan, Raquel",Meeting: 08:25AM - 09:50AM MWF TBA TBA,5,Enrolled: 12 (Max 19)
11696,SPAN 101 002,INTRO SPANISH LANG & CULTURE I,"Faculty: Gaytan, Raquel",Meeting: 12:25PM - 01:50PM MWF TBA TBA,5,Enrolled: 12 (Max 19)
11702,SPAN 102 001,INTRO SPAN LANG & CULTURE II,"Faculty: Patterson, Peggy J.",Meeting: 08:25AM - 09:50AM MWF TBA TBA,5,Enrolled: 9 (Max 19)
11733,SPAN 102 002,INTRO SPAN LANG & CULTURE II,"Faculty: Patterson, Peggy J.",Meeting: 12:25PM - 01:50PM MWF TBA TBA,5,Enrolled: 12 (Max 19)
11427,SPAN 158 001,INTRO LATIN AMERICAN STUDIES,"Faculty: Gutierrez, Manuel",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 5 (Max 40)
10593,SPAN 204 001,INT SPAN BICULTURAL STUDENTS,"Faculty: Arbizu-Sabater, Victoria",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 3 (Max 15)
12758,SPAN 263 001,INTERMEDIATE SPANISH II,"Faculty: Narbona, Jose A.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 5 (Max 19)
12759,SPAN 263 002,INTERMEDIATE SPANISH II,Faculty:,Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 9 (Max 19)
12760,SPAN 263 003,INTERMEDIATE SPANISH II,Faculty:,Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 7 (Max 19)
12761,SPAN 263 004,INTERMEDIATE SPANISH II,"Faculty: Narbona, Jose A.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 1 (Max 19)
12762,SPAN 264 001,INTERMEDIATE SPANISH III,"Faculty: Arbizu-Sabater, Victoria",Meeting: 09:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 4 (Max 19)
12763,SPAN 264 002,INTERMEDIATE SPANISH III,"Faculty: Arbizu-Sabater, Victoria",Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 12 (Max 19)
10708,SPAN 303 001,ADV SPAN BI-CULTURAL STUDENTS,"Faculty: Salas, Marcela W.",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 5 (Max 19)
12764,SPAN 321 001,SPAN FOR INTERCULTURAL COMM I,Faculty:,Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 11 (Max 19)
12765,SPAN 321 002,SPAN FOR INTERCULTURAL COMM I,Faculty:,Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 3 (Max 19)
12766,SPAN 321 003,SPANISH FOR BUSINESS I,Faculty:,Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 7 (Max 19)
12767,SPAN 321 004,SPANISH FOR BUSINESS I,"Faculty: Narbona, Jose A.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 3 (Max 19)
12769,SPAN 321 005,SPANISH FOR MEDICAL I,Faculty:,Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 6 (Max 19)
12770,SPAN 321 006,SPANISH FOR MEDICAL I,Faculty:,Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 5 (Max 19)
12768,SPAN 322 001,SPANISH FOR MEDICAL II,Faculty:,Meeting: 10:00AM - 10:50AM MWF TBA TBA,3,Enrolled: 18 (Max 19)
12771,SPAN 322 002,SPAN FOR INTERCULTURAL COMM II,"Faculty: Turi, Luziris P.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 10 (Max 19)
11844,SPAN 346 001,BRAZILIAN LITERATURE & CULTURE,"Faculty: Souza Paula, Leonora",Meeting: 04:00PM - 05:15PM TR TBA TBA,3,Enrolled: 2 (Max 19)
12044,SPAN 350 001,DIALECTS IN CONTACT,"Faculty: Salaberry, Maximo R.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 17 (Max 19)
12611,SPAN 375 001,THE SPANISH CIVIL WAR,"Faculty: Kauffmann, Robert L.",Meeting: 02:00PM - 04:59PM W TBA TBA,3,Enrolled: 10 (Max 15)
11620,SPAN 384 001,LIT FROM THE SOUTHERN CONE,"Faculty: Heffes, Gisela",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 3 (Max 15)
11621,SPAN 388 001,THE LATIN AMERICAN SHORT STORY,"Faculty: Gonzalez-Stephan, Beatriz M.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 0 (Max 15)
12459,SPAN 396 001,CHICANO/A LITERATURE,"Faculty: Ellis, Amanda V.",Meeting: 06:30PM - 07:45PM TR TBA TBA,3,Enrolled: 2 (Max 19)
11622,SPAN 402 001,THE CITY IN LATIN AMERICA,"Faculty: Heffes, Gisela",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 10 (Max 19)
10688,SPAN 406 001,LATIN AMERICAN CINEMA,"Faculty: Duno-Gottberg, Luis",Meeting: 03:00PM - 05:59PM M TBA TBA,4,Enrolled: 19 (Max 19)
12612,SPAN 462 001,BOOM-BOOM-CRACK:LATIN AM NOVEL,"Faculty: Gonzalez-Stephan, Beatriz M.",Meeting: 03:00PM - 05:59PM R TBA TBA,3,Enrolled: 3 (Max 15)
12613,SPAN 468 001,OCTAVIO PAZ,"Faculty: Gutierrez, Manuel",Meeting: 03:00PM - 05:59PM W TBA TBA,3,Enrolled: 8 (Max 15)
10034,SPAN 490 001,INDEPENDENT STUDY,Faculty:,Meeting: TBA TBA,1 TO 4,Enrolled: 0 (Permission Required)
10035,SPAN 495 001,HONORS THESIS,Faculty:,Meeting: TBA TBA,3,Enrolled: 0 (Permission Required)
12059,SSPB 501 002,PHYSICAL BIOLOGY,"Faculty: Levine, Herbert",Meeting: 08:00AM - 09:50AM MWF TBA TBA,3,Enrolled: 2 (Max 25)
11907,SSPB 502 001,INTRO SYSTEMS BIOLOGY MODELING,"Faculty: Igoshin, Oleg",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 1 (Max 19)
11928,SSPB 550 001,GRADUATE SEMINAR,"Faculty: Igoshin, Oleg",Meeting: 12:30PM - 01:30PM T TBA TBA,1,Enrolled: 4 (Max 60)
11927,SSPB 575 001,INTRODUCTION TO RESEARCH,Faculty:,Meeting: TBA TBA,2,Enrolled: 0 (Max 15)
13046,SSPB 800 001,GRADUATE RESEARCH,Faculty:,Meeting: TBA TBA,1 TO 15,Enrolled: 5 (Max 100)
10336,STAT 280 A01,ELEMENTARY APPLIED STATISTICS,"Faculty: Atkinson, E N.",Meeting: 01:00PM - 01:50PM MWF TBA TBA; 07:00PM - 08:59PM U TBA TBA,4,Enrolled: 36 (Max 50)
10721,STAT 280 A02,ELEMENTARY APPLIED STATISTICS,"Faculty: Atkinson, E N.",Meeting: 01:00PM - 01:50PM MWF TBA TBA; 07:00PM - 08:59PM M TBA TBA,4,Enrolled: 37 (Max 50)
10722,STAT 280 A03,ELEMENTARY APPLIED STATISTICS,"Faculty: Atkinson, E N.",Meeting: 01:00PM - 01:50PM MWF TBA TBA; 07:00PM - 08:59PM T TBA TBA,4,Enrolled: 18 (Max 50)
10723,STAT 280 A04,ELEMENTARY APPLIED STATISTICS,"Faculty: Atkinson, E N.",Meeting: 01:00PM - 01:50PM MWF TBA TBA; 07:00PM - 08:59PM R TBA TBA,4,Enrolled: 9 (Max 50)
10337,STAT 305 A01,INTRO TO STAT FOR BIOSCIENCES,"Faculty: Atkinson, E N.",Meeting: 09:25AM - 10:40AM TR TBA TBA; 07:00PM - 08:59PM T TBA TBA,4,Enrolled: 42 (Max 50)
12079,STAT 305 A03,INTRO TO STAT FOR BIOSCIENCES,"Faculty: Atkinson, E N.",Meeting: 09:25AM - 10:40AM TR TBA TBA; 07:00PM - 08:59PM U TBA TBA,4,Enrolled: 42 (Max 50)
12080,STAT 305 A04,INTRO TO STAT FOR BIOSCIENCES,"Faculty: Atkinson, E N.",Meeting: 09:25AM - 10:40AM TR TBA TBA; 04:30PM - 06:29PM W TBA TBA,4,Enrolled: 42 (Max 50)
13083,STAT 305 A06,INTRO TO STAT FOR BIOSCIENCES,"Faculty: Atkinson, E N.",Meeting: 09:25AM - 10:40AM TR TBA TBA; 07:00PM - 08:59PM M TBA TBA,4,Enrolled: 6 (Max 50)
10338,STAT 310 001,PROBABILITY & STATISTICS,"Faculty: Schweinberger, Michael",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 150 (Max 190)
10698,STAT 312 001,PROB & STAT FOR CEVE,"Faculty: Ensor, Katherine",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 24 (Max 41)
12720,STAT 400 001,ECONOMETRICS,Faculty:,Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 1 (Max 15)
10643,STAT 405 001,STAT COMPUTING AND GRAPHICS,"Faculty: Bertolusso, Roberto L.; Adler, Yeshaya A.",Meeting: 04:00PM - 05:15PM TR TBA TBA,3,Enrolled: 21 (Max 46)
10339,STAT 410 001,REGRESSION ANALYSIS,"Faculty: Guerra, Rudy",Meeting: 09:25AM - 10:40AM TR TBA TBA; 07:00PM - 08:59PM W TBA TBA,3,Enrolled: 27 (Max 49)
11491,STAT 410 002,REGRESSION ANALYSIS,"Faculty: Guerra, Rudy",Meeting: 09:25AM - 10:40AM TR TBA TBA; 03:00PM - 04:59PM W TBA TBA,3,Enrolled: 23 (Max 49)
10639,STAT 421 001,APPLIED TIME SERIES/FORECASTNG,"Faculty: Bertolusso, Roberto L.",Meeting: 06:00PM - 07:15PM TR TBA TBA,3,Enrolled: 45 (Max 58)
10340,STAT 431 001,OVERVIEW MATH STATS,"Faculty: Dobelman, John A.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 20 (Max 47)
10642,STAT 440 001,STATISTICS FOR BIOENGINEERING,"Faculty: McDonald, Thomas O.",Meeting: 09:00AM - 09:50AM MWF TBA TBA,1,Enrolled: 1 (Max 49)
12595,STAT 444 001,DATA MINING & STAT LEARNING,"Faculty: Allen, Genevera I.",Meeting: 04:00PM - 05:15PM TR TBA TBA,3,Enrolled: 11 (Max 49)
11415,STAT 450 001,STATISTICAL DESIGN IN PRACTICE,"Faculty: Guerra, Rudy",Meeting: TBA TBA,1 TO 3,Enrolled: 9 (Max 19)
10936,STAT 482 001,QUANT FINANCIAL ANALYTICS,"Faculty: Dobelman, John A.",Meeting: 01:00PM - 03:40PM M TBA TBA,3,Enrolled: 16 (Max 15)
10734,STAT 484 001,ENVIRON RISK ASSESS&HUMAN HLTH,"Faculty: Raun, Loren H.",Meeting: 05:15PM - 06:29PM MW TBA TBA,3,Enrolled: 5 (Max 15)
11081,STAT 490 001,INDEPENDENT STUDY,"Faculty: Vannucci, Marina",Meeting: TBA TBA,1 TO 6,Enrolled: 1 (Max 19)
12552,STAT 499 001,COMPUTATIONAL FINANCE,"Faculty: Ensor, Katherine",Meeting: TBA TBA,1 TO 3,Enrolled: 7 (Max 19)
10341,STAT 509 001,ADVANCED PSYC STATISTICS I,"Faculty: Byrne, Michael D.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 0 (Max 12)
13032,STAT 522 001,ADVANCED BAYESIAN STATISTICS,"Faculty: Vannucci, Marina; Guindani, Michele",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 7 (Max 49)
10342,STAT 533 001,MATHEMATICAL STATISTICS II,"Faculty: Cox, Dennis D.",Meeting: 02:30PM - 03:45PM TR TBA TBA,3,Enrolled: 13 (Max 15)
10935,STAT 541 001,MULTIVARIATE ANALYSIS,"Faculty: Cox, Dennis D.",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 12 (Max 29)
10637,STAT 581 001,MATHEMATICAL PROBABILITY I,"Faculty: Ernst, Philip A.",Meeting: 01:00PM - 02:15PM TR TBA TBA,3,Enrolled: 16 (Max 35)
10730,STAT 583 001,INTRO RANDOM PROCESSES & APPL,"Faculty: Aazhang, Behnaam",Meeting: 11:00AM - 11:50AM MWF TBA TBA,3,Enrolled: 8 (Max 50)
10343,STAT 590 001,INDEPENDENT STUDY,"Faculty: Vannucci, Marina",Meeting: TBA TBA,1 TO 15,Enrolled: 6 (Max 25)
11029,STAT 601 001,STATISTICS COLLOQUIUM,"Faculty: Vannucci, Marina",Meeting: 04:00PM - 04:59PM M TBA TBA,1,Enrolled: 21 (Max 60)
10344,STAT 604 001,ADVANCED ECONOMIC STATISTICS,Faculty:,Meeting: 02:15PM - 03:29PM MW TBA TBA,3,Enrolled: 1 (Max 19)
10345,STAT 611 001,ECONOMETRICS II,Faculty:,Meeting: 10:30AM - 11:45AM TR TBA TBA,3,Enrolled: 0 (Max 19)
13158,STAT 615 003,INTRO REGRESSN & STAT COMPUT'G,"Faculty: Merenyi, Erzsebet",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 8 (Max 30)
10640,STAT 621 001,APPLIED TIME SERIES/FORECASTNG,"Faculty: Bertolusso, Roberto L.",Meeting: 06:00PM - 07:15PM TR TBA TBA,3,Enrolled: 13 (Max 58)
11141,STAT 640 001,DATA MINING & STAT LEARNING,"Faculty: Allen, Genevera I.",Meeting: 04:00PM - 05:15PM TR TBA TBA,3,Enrolled: 20 (Max 49)
10937,STAT 682 001,QUANT. FINANCIAL ANALYTICS,"Faculty: Dobelman, John A.",Meeting: 01:00PM - 03:40PM M TBA TBA,3,Enrolled: 7 (Max 19)
10736,STAT 684 001,ENVIRON RISK ASSESS&HUMAN HLTH,"Faculty: Raun, Loren H.",Meeting: 05:15PM - 06:29PM MW TBA TBA,3,Enrolled: 6 (Max 15)
12553,STAT 699 001,COMPUTATIONAL FINANCE,"Faculty: Ensor, Katherine",Meeting: TBA TBA,1 TO 3,Enrolled: 5 (Max 10)
10346,STAT 800 001,THESIS,"Faculty: Vannucci, Marina",Meeting: TBA TBA,1 TO 15,Enrolled: 16 (Max 25)
10532,SWGS 101 001,INTRO WOMEN & GENDER,"Faculty: Shehabuddin, Rahnuma",Meeting: 10:50AM - 12:05PM TR TBA TBA,3,Enrolled: 20 (Max 40)
12037,SWGS 205 001,LANGUAGE AND SOCIETY,"Faculty: Taylor, Christopher M.",Meeting: 01:00PM - 01:50PM MWF TBA TBA,3,Enrolled: 13 (Max 31)
12731,SWGS 273 001,MEDICINE AND MEDIA,"Faculty: Ostherr, Kirsten A.",Meeting: 10:50AM - 12:05PM TR TBA TBA; 07:00PM - 09:29PM W TBA TBA,4,Enrolled: 5 (Max 25)
11849,SWGS 315 001,GENDER AND ISLAM,"Faculty: Shehabuddin, Rahnuma",Meeting: 02:00PM - 04:59PM W TBA TBA,3,Enrolled: 9 (Max 15)
12733,SWGS 327 001,WOMEN WRITERS: CONTEMP BRITISH,"Faculty: Lamos, Colleen R.",Meeting: 02:00PM - 02:50PM MWF TBA TBA,3,Enrolled: 0 (Max 19)
12557,SWGS 331 001,PSYCHOLOGY OF GENDER,"Faculty: Hebl, Michelle R.",Meeting: 09:25AM - 10:40AM TR TBA TBA,3,Enrolled: 13 (Max 105)
